ID,Text
675,The gravey is wonderful.  It taste just as good and the one from Scratch.  Except it is not as greasy
676,We love this stuff!!! I use it in my heat and eat breakfasts I make in advance so I don't have to cook every morning. My wife uses it for all kinds of recipes including just as really good gravy. We used to buy it all the time in California but it's not sold locally so we have to mail order it. MUCH less expensive from Amazon even over the manufacturer. For us the larger 4.5 Oz size is much more economical than the 2.5 Oz.
677,"Very good taste and a good price, no sales tax, no shipping charges and delivered to my door"
678,"This is by far the best Peppered Country Gravy mix you can buy!  I have tried them all(almost).  It is also very diverse in what you can do with it..  Add sausage for sausage gravy, chicken broth and chicken for an awesome creamy chicken gravy.  Same with turkey, ham, etc..  Nothing compares to SM's mixes, unless you make it from scratch and are good at it."
679,"Absolutely amazing! This gravy wins over any other hands down for that good ole down home country taste!<br /><br />My neighbor & I frequently eat meals together. Yesterday I slow-cooked pork chops in about 3 cups of water, with diced potatoes, onion, pepper, frozen speckled butter beans, & parsley, sage & a can of cream of chicken soup for seasoning. She made mashed potatoes & after removing the pork chops, added a pack of this gravy mix to the sauce right in with the beans & diced potatoes for a lovely rich gravy. I don't recall a meal like it since my grandmother's house! We saved the leftover gravy, and tonight we're cooking chicken & corn to serve with it!<br /><br />I now have this saved so we can keep ourselves in gravy heaven! Thank you Amazon.com for carrying this & Southeastern Mills for a quality, reasonably priced, fantastic gravy!"
680,The Southern Mills gravy is  a very satisfying gravy for an easy fast topping for either bisquits or hashbrown potatoes.<br /><br />The mix is easy to use and there are never any left overs. It hits the table and it is gone.... everyone seems to love it.
681,I'm a huge fan of the McCormick brand gravy mix and I assumed that this would be as good.  It isn't.  It's not bad enough for a 2 but i'm annoyed that i convinced myself to buy a case of this stuff instead of the McCormick.
682,"This is such a nice change from ordinary ketchup. More pizzaz! I've been putting it on everything...... it's great on eggs and hash browns. I'm glad I bought 6 bottles. Shared some, and am going through the rest pretty fast. It's hard to find locally."
683,"Our local grocery stores no longer carry Tobasco Ketchup, so went out to the internet and found it on Amazon.  I don't use ketchup all the time for everything, but when I do, I like it spicy.  Good stuff.  I don't know why our local grocers do not carry it any more.  This seller delivered the product in a timely manner as well."
684,"This was my first experience of a bad Darjeeling - before, I hadn't known there was such a thing. The first brew yielded a dark rust color tinged with olive-green. The bottom of the cup was invisible. The taste was sharp and astringent. Thinking I'd brewed too long or too strong, I set the first cup aside and tried again. And then again. A light brew of 3 minutes improved the clarity; however, nothing I have tried since has removed a level of astringency and a furred taste that I associate with lesser teas. The wet leaves are the typical size, light brown but unexpectedly interspersed with limp green squares.  The aroma of dry tea in the bag reminds me of old hay - neither moldy nor spoiled, just old. In contrast, the Davidson's Keemun Conjou which arrived in the same shipment smells and tastes like delicious Keemun Conjou and nothing else.<br /><br />Given the price, I knew I was gamboling and consider this a lost bet. I have given the product two stars instead of one, because I haven't thrown it out (yet). I keep a supply of Lipton's bulk tea for emergencies such as long periods of unemployment, and I don't really need more emergency tea. Perhaps it will work for iced tea.<br /><br />By no means am I an expert, but I do value tea, and so I hope this opinion helps other buyers who are trying to decide between two Darjeelings. Davidson's ships quickly with value pricing, and so I am not giving up on the merchant. Just on this particular Darjeeling."
